0 {'s3': 100.0, 's2': 0.0, 's1': 50.0, 's4': 10.0}
497 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
498 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
499 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
500 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
501 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
502 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
503 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
504 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
505 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
506 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
507 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
508 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
509 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
510 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
511 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
512 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
513 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
514 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
515 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
516 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
517 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
518 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
519 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
520 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
521 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
522 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
523 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
524 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
525 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
526 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
527 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
528 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
529 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
530 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
531 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
532 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
533 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
534 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
535 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
536 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
537 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
538 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
539 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
540 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
541 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
542 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
543 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
544 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
545 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
546 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
547 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
548 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
549 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
550 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
551 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
552 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
553 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
554 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
555 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
556 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
557 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
558 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
559 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
560 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
561 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
562 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
563 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
564 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
565 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
566 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
567 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
568 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
569 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
570 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
571 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
572 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
573 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
574 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
575 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
576 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
577 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
578 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
579 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
580 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
581 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
582 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
583 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
584 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
585 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
586 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
587 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
588 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
589 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
590 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
591 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
592 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
593 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
594 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
595 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
596 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
597 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
598 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
599 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
600 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
601 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
602 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
603 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
604 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
605 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
606 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
607 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
608 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
609 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
610 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
611 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
612 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
613 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
614 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
615 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
616 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
617 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
618 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
619 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
620 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
621 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
622 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
623 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
624 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
625 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
626 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
627 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
628 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
629 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
630 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
631 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
632 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
633 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
634 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
635 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
636 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
637 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
638 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
639 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
640 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
641 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
642 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
643 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
644 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
645 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
646 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
647 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
648 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
649 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
650 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
651 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
652 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
653 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
654 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
655 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
656 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
657 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
658 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
659 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
660 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
661 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
662 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
663 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
664 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
665 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
666 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
667 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
668 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
669 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
670 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
671 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
672 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
673 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
674 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
675 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
676 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
677 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
678 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
679 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
680 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
681 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
682 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
683 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
684 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
685 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
686 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
687 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
688 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
689 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
690 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
691 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
692 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
693 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
694 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
695 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
696 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
697 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
698 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
699 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
700 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
701 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
702 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
703 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
704 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
705 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
706 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
707 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
708 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
709 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
710 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
711 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
712 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
713 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
714 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
715 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
716 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
717 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
718 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
719 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
720 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
721 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
722 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
723 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
724 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
725 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
726 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
727 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
728 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
729 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
730 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
731 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
732 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
733 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
734 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
735 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
736 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
737 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
738 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
739 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
740 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
741 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
742 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
743 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
744 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
745 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
